uuid,Короткий Адрес,Площадь,Кол-во Комнат,Этаж Квартиры,Ремонт,Экспозиция
fa55c2cf-edc1-43c8-8017-f4276984e293,"Лукина, 50",42,1,9,Евроремонт,1580
9a3a1cd8-6cfd-438b-b79f-8b119e61498d,"Гали, 7Б К1",49,1,10,Косметический,1652
05763358-7d0d-4e81-83e1-b034111c78dc,"Победы, 210Б",70,3,5,Евроремонт,1816
d8a6db28-8329-405f-a4f6-9d8756c1631c,"Пугачевская, 45",44,2,7,Евроремонт,1401
66e71e02-6649-487e-b05d-1c17e81edf95,"Ямашева, 17",33,1,7,Нет информации,1434
e6efc9f9-e362-42cb-95be-3fa7cbd74449,"Мавлютова, 17Е К1",51,1,20,Евроремонт,1637
2c82c9e9-3b95-4aee-a7a4-1545dd04be4f,"Вербная, 1А",54,2,15,Косметический,1579
e303e52c-bbab-4a46-86d8-52a961a7ba70,"Ямашева, 45",56,2,14,Косметический,1497
35447fbb-b3b8-4a5d-87bf-fd5074af66ec,"Чуйкова, 25",34,1,5,Косметический,1674
d08d6513-dda8-4641-9940-8860d1a8bd42,"Адоратского, 15",69,3,2,Евроремонт,1759
aeb69e91-796d-4477-80ee-bbe8dd8548f1,"Чуйкова, 19",34,1,8,Косметический,1630
8c15f719-1900-44de-92bf-827610ffe230,"Космонавтов, 34",32,1,4,Евроремонт,1637
b62b25d6-3eaf-4ba2-b1c2-79d334c8c5bf,"Тельмана, 20",110,3,6,Без отделки,1789
58e3b958-8e20-4e35-8233-29e328ce6ddb,"Победы, 78",42,1,11,Косметический,1762
58d766e7-29de-49b9-9efe-a0f4a3548d3c,"Газовая, 17",30,1,1,Евроремонт,1547
c7d60c5d-b4e5-467f-9bda-81c79a1a9439,"Адоратского, 4",46,1,9,Косметический,1373
bf7fe609-1286-4a51-9b18-1c05050b0b59,"Маршрутная, 17 К1",69,3,8,Косметический,1547
22adad95-af32-4648-8bb5-5e387ca66936,"Дубравная, 3",33,1,9,Косметический,1679
28f1637d-2940-4f45-a06c-2a4c035d656a,"Курчатова, 14",29,1,4,Косметический,1401
8bae7e7f-5152-4ed1-9596-d0bb2c05953c,"Ярдем, 3",78,3,1,Без отделки,1731
5bdf5f42-e548-449a-a9c6-a741f8d2c2a8,"Урманче, 6",73,3,9,Евроремонт,1608
423e795d-fa7c-472f-b26e-776fb5980a9f,"Курынова, 10 К1",79,3,9,Евроремонт,1812
0fe2c59a-a541-4d38-b029-1a87da2dc463,"Гайнутдинова, 26 К5",48,2,19,Евроремонт,1546
dfe15b67-8f5d-4b3d-8cbd-30f601dbdc61,"Достоевского, 57",66,1,16,Без отделки,1631
890d5d7e-9fee-4917-862b-6b9e08f7b389,"Аббасова, 11",30,1,6,Косметический,1731
d2b3a731-f417-467c-bb87-66caa57c61ac,"Космонавтов, 61В",49,2,8,Евроремонт,1727
54d6d631-c705-44b8-8ee0-780c97d9228f,"Ноксинский спуск, 4 К1",41,1,10,Евроремонт,1480
4546be9b-8d92-4231-a61c-0faa17b79e82,"Ямашева, 69",62,2,2,Евроремонт,1883
4499a339-dd5a-40e0-ae4c-3f392a8d4325,"Хакима, 51",108,3,6,Нет информации,1374
ac9e835a-50cb-4283-8c93-5264ff788100,"Ботаническая, 13",44,2,1,Евроремонт,1731
135a0a1a-d873-45fc-a059-3b34f4ba264c,"Гарифьянова, 42",19,1,7,Косметический,1401
102dbe47-845e-401a-85a8-9c0d003c20e4,"Блюхера, 2",50,2,10,Евроремонт,1899
d780988f-f2e0-44dd-84fc-31873b107ccd,"Маркса, 42",50,2,7,Косметический,1853
032e502a-fe62-4c03-bcb4-1564ad1b5f8f,"Молодежная, 10",14,1,5,Евроремонт,1789
d8c7bcf4-018f-4cc7-8e8d-31f67d6deec4,"Новоселья, 4",77,3,4,Евроремонт,1911
bd69c4df-d44c-4f21-90d7-2efe68d55873,"Серова, 17",32,1,2,Косметический,1789
86b699cb-76e0-48db-b74b-683a1047c852,"Журналистов, 2",102,3,1,Евроремонт,1608
635efb18-75ad-4ee7-be2e-a8e28ce2c0b2,"Голубятникова, 20",35,1,2,Без отделки,1911
1a9a4846-bd5f-429c-aa5a-0c9d5e42d354,"Батталовых, 20/1",36,1,19,Евроремонт,1435
c9d4f876-e4e6-498e-a848-2dd7d77d0e4d,"Павлюхина, 102",43,2,1,Без отделки,1744
4ce23b6d-26b6-405a-8457-5f848dccf34d,"Глушко, 21",35,1,5,Косметический,1908
f5b63cc6-6b1d-4be4-85a1-58993daf9c92,"Адоратского, 45",34,1,8,Косметический,1911
d00bf36c-592f-4809-ace3-d7a1765740a2,"Батталовых, 20А К2",60,3,14,Евроремонт,1608
46a8fb09-c4f5-445c-93b8-7e3cd699dd0e,"Латышских Стрелков, 6",28,1,2,Косметический,1789
c4ca4b60-e9a6-49a0-949e-c11d71969afe,"Фучика, 14В",70,2,14,Без отделки,1880
fc8cc7dc-4118-47d3-9c4c-c2316b13ddb6,"Дружинная, 8",75,3,3,Косметический,1855
bbafb35b-7f1f-48f5-8e98-0a590f3de021,"Чуйкова, 63А",51,1,7,Без отделки,1825
2220bc19-a829-465d-bab0-a31783407815,"Лядова, 15",40,1,3,Косметический,1519
16d31739-41e2-44ad-9ee0-3af3f35bde1d,"Ф.Амирхана, 103",49,1,1,Евроремонт,1883
51c58180-4517-4fc2-8a9a-9eab70dfeba0,"Минская, 39",42,2,10,Нет информации,1400
c145faec-3f77-40e7-8075-8b1e9713c66e,"Чуйкова, 62",38,1,5,Косметический,1496
468a6b2e-1800-4f23-a0cb-37d36b468dfa,"Тэцевская, 4Б",34,1,6,Косметический,1547
f811c854-a302-4f38-a3a4-40831df5c8db,"Вишневского, 57",59,2,8,Косметический,1729
ac41ecdc-9b58-45ff-b71b-e22925b67876,"Бигичева, 10",36,1,6,Косметический,1401
63b47b58-cfaf-42a8-a4d0-567674861a7b,"Гаврилова, 8",35,1,3,Евроремонт,1608
a9d3cfa7-d886-4b17-9a5e-82274fdeaf3e,"Карбышева, 6",69,2,3,Евроремонт,1911
781248ed-8e00-4458-9b21-baf59b385820,"Камалеева, 34Б",60,3,12,Евроремонт,1401
b4d9d98a-b615-4370-9bec-b8d3d49bd80b,"Аметьевская магистраль, 16 К2",73,3,21,Евроремонт,1789
1e941ef7-a0e2-4f10-b7cc-8eb5bc025620,"Авангардная, 91",18,1,3,Евроремонт,1609
2d59c529-103b-43b2-ae2a-b1cf5698b6b7,"Камая, 8",50,1,3,Евроремонт,1609
07418c50-6bd6-48ca-b414-a34e1bf7b0da,"Курынова, 6 К2",49,2,13,Евроремонт,1781
e219f784-0a8a-464c-b4cd-e1263ca6d20d,"Дубравная, 43А",49,1,3,Евроремонт,1815
8d4d7d4b-4080-436e-9b29-dccf9fbd5fd0,"Фучика, 82",38,1,9,Косметический,1674
a6b8de23-84ee-47dc-8774-5e4498c7c106,"Батталовых, 20 К2",30,1,12,Евроремонт,1372
8206a9f2-fc8e-455e-9192-6f1b0393bad3,"Гафури, 4",30,1,1,Косметический,1789
1232c346-9723-4eb9-8d64-c2ac03b3de0d,"Аметьевская магистраль, 16 К1",45,1,10,Косметический,1535
d2d3d8a8-2d6a-4b08-9bd3-15b049dac7a3,"Минская, 48",35,1,3,Косметический,1853
44ae4563-a40b-438d-a46c-7815c2062410,"Ерина, 3",33,1,3,Без отделки,1911
257f1726-bf14-420f-b324-89431370d86c,"Четаева, 33",50,2,8,Косметический,1731
fa456849-a50e-4084-9229-317f86a21fd8,"2-я Азинская, 1В",62,2,8,Нет информации,1638
13b68730-0817-4f19-aca8-bca27a5120d3,"Минская, 37",42,1,8,Евроремонт,1398
41924c6a-a96c-4e07-8e36-d409f6a99593,"Аббасова, 3",64,2,2,Евроремонт,1434
5bb11a30-f793-4372-9050-ad923dd882d7,"Хасанова, 13А",53,2,18,Без отделки,1637
ae2d1f67-7c42-4e22-b617-2bf3947b6c59,"Газовая, 17",42,3,5,Косметический,1680
e1269ea8-d221-43a7-a9c1-189418fe0699,"Айтматова, 11",41,1,5,Евроремонт,1609
db0d00f7-5a77-4708-83f6-58a3d6f8142d,"Кариева, 8",63,2,3,Евроремонт,1716
13405269-70c4-45bd-84df-feb8a52dbe71,"Урманче, 11 К3",42,1,14,Евроремонт,1639
a5dfdf76-7306-4e5a-bb77-3539cb5a16d5,"Тэцевская, 4А",27,1,2,Косметический,1546
caeb377f-4706-4727-b461-3023d84db60e,"Чистопольская, 60",48,1,2,Евроремонт,1519
502d02c8-abee-41e2-8424-8055da2d2048,"Кызыл Армейская, 4",63,2,3,Косметический,1731
e81beac4-8de0-425e-b7e5-2d0ba087f8b1,"Кутуя, 68/2",18,1,5,Косметический,1407
8aade7b3-a487-470a-9b6f-be0dcaa94362,"Победы, 164",33,1,1,Косметический,1757
96aec26b-d8f6-4e0a-930c-7a5c65dfdb70,"Новоселья, 6",38,1,2,Косметический,1817
dfe357b8-371b-4554-94af-9263913638fa,"Нежметдинова, 11 К4",38,1,8,Без отделки,1789
41224470-0fa4-4b34-98e8-ba9876879ac9,"Камалеева, 34А",43,1,7,Евроремонт,1546
946c75fd-38dd-42f5-955d-016fd0de6cef,"Широкая, 2",43,1,5,Евроремонт,1608
0b84fdf3-5d6c-4e37-a7ba-f1eda0fcb8e0,"Терегулова, 10А",82,3,2,Евроремонт,1731
4d3a4f9e-9766-4f17-95b8-f80a6f593ad3,"Победы, 139 К1",42,1,2,Евроремонт,1762
ac38d54b-4bff-4b25-baff-8d91aa60279d,"Адоратского, 1А",50,2,13,Косметический,1499
607c589f-040e-461d-94f5-daab8a458718,"Чистопольская, 71А",63,2,11,Евроремонт,1373
a4c544cc-96ba-475a-ad14-001194248992,"Ферма-2 Жилой Комплекс, 98А",46,1,5,Евроремонт,1614
a125230d-5ffe-4c89-ad43-a474e5db0613,"Мира, 47",21,1,7,Косметический,1731
916422a5-9c06-4d34-89ba-8aea7c273f89,"Достоевского, 81",31,1,5,Без отделки,1534
84caed54-78a3-456e-a5a6-714822d418b9,"Лядова, 14",16,1,3,Евроремонт,1535
6453ff28-7b35-405c-b8ec-93428aa303c1,"Ф.Амирхана, 103",72,2,5,Евроремонт,1677
a465f973-b995-48c7-853d-2738b7c0d52f,"Дементьева, 7А",12,1,5,Косметический,1624
45e53538-1956-4bbd-ada0-5cbdf64136fc,"Заслонова, 26",44,2,5,Евроремонт,1434
0d3ac221-ff40-4b8e-be68-1529bae3c4c4,"Р.Гареева, 102 К1",35,1,4,Косметический,1607
42c793bf-37f6-497b-92cc-70bae7431752,"Адоратского, 30",34,1,3,Косметический,1731
5c46a5b6-6b27-4582-a3bc-86229e737d4b,"Ямашева, 9",36,1,3,Евроремонт,1496
b3caff08-ca0c-4af2-ba7f-d2d46f62ed25,"Батталовых, 20А К2",31,1,18,Без отделки,1608
d9e2094d-4785-4ec1-bcfc-4c6a172cab02,"Курынова, 4 К4",28,1,17,Без отделки,1390
15bfe3f9-f74a-4bff-b52f-cd3a782b3844,"Ботаническая, 23/31 К2",23,1,2,Косметический,1731
b37b8292-9a6d-45e2-97fd-fd9c79bccc1e,"Меховщиков, 4А",30,1,4,Косметический,1637
1c3b5ca5-983f-4297-96ef-0d18e7c09b71,"Бухарская, 32 К1",73,3,3,Без отделки,1789
23a15955-0651-47f3-8afc-b3f6c922da56,"Меридианная, 7",45,1,9,Евроремонт,1546
06e3f771-8653-4c00-aad7-4ec707a943af,"Ямашева, 92",39,1,2,Косметический,1609
f88ffa20-55dd-4c1d-b3d6-86ecf8c1d0bb,"Горьковское, 2А К3",60,3,3,Без отделки,1681
851d7b11-cca1-4a2a-8f13-846b3b2691cd,"Курашова, 30",60,3,2,Косметический,1790
4f9a5014-55ab-4e47-891e-2b6102a86daf,"Назарбаева, 74",32,1,1,Нет информации,1610
6b854567-7c99-4241-a9eb-7cfad461852f,"Фучика, 64 К1",36,1,13,Косметический,1818
728b6296-8e3d-4f6a-8e90-388357f8df0c,"Лаврентьева, 12",35,1,5,Косметический,1818
556c6ed8-2b01-45ea-9e4f-5e54f378ffc0,"Четаева, 38",66,3,1,Косметический,1608
cb114483-97ba-41a2-9d12-9498f26d31e1,"Губкина, 12Б",66,3,6,Без отделки,1762
21e7b663-b30a-49a0-abd5-70ef7ba05cdd,"Ерина, 3",75,3,4,Евроремонт,1911
daa0bfd7-8d9d-475d-9b78-e4ee9b373a72,"Победы, 139 К1",61,2,3,Евроремонт,1480
834688bd-14e1-4732-a42c-7397930e1227,"Адоратского, 57",42,2,6,Евроремонт,1680
537c5bb0-16c1-4be6-a803-d128d359e700,"Тар Урам, 3А",18,1,5,Косметический,1673
3ba3ea5f-9ec7-43ad-b7e0-a1f29cd75749,"Р.Гареева, 102 К2",34,1,1,Евроремонт,1374
da29f882-bad9-473a-8d02-d698ed86f073,"Белинского, 29Б К1",26,1,2,Евроремонт,1667
e6c6cd11-b813-4130-b4ed-a674b31799cf,"Батталовых, 20А",37,1,4,Без отделки,1787
ca3b63a0-88e4-4448-97ef-0b85f8d60279,"Табеева, 3",61,2,7,Евроремонт,1678
c1ee66d9-4db5-48be-a1b9-98286c416fd9,"Р.Гареева, 105Б",34,1,20,Без отделки,1731
04d0b2fa-cabb-453c-8c7a-cb9cb6476cf9,"Хасанова, 13",58,2,12,Без отделки,1498
7d8d7457-277b-48ab-bf85-60752b319b0b,"Кулахметова, 23",40,1,5,Евроремонт,1731
db99e929-9737-4dcf-8e83-36c15c1ed173,"Побежимова, 55",30,1,2,Евроремонт,1899
72926039-375f-476b-b086-345f3af8d6f7,"Аббасова, 12",50,2,5,Евроремонт,1898
b82692e0-cc9f-4ff2-89a8-f6183f6340d7,"Кутуя, 8",18,1,3,Косметический,1372
90f22ec2-0ef8-4537-bcaa-db817338ed23,"Победы, 224",69,3,7,Косметический,1853
fccc1a46-da8e-426e-91da-8fcfc497d0b9,"Р.Гареева, 105Б",34,1,10,Евроремонт,1374
491c564f-3673-42fd-b128-86f6300210ce,"Камая, 9",31,1,2,Косметический,1534
0b8431a1-96f4-414b-b620-69087c92362e,"Ямашева, 102",18,1,1,Косметический,1899
cd28f1b9-8825-4a9a-b022-9305046c9056,"Чистопольская, 86/10",113,3,9,Косметический,1535
43c0b3b0-7246-4e5e-b7fd-c022fa203a19,"Тэцевская, 4",46,2,4,Евроремонт,1743
f49d2d07-c853-4681-aeb7-943ec3ed3ee0,"Курынова, 4 К2",32,1,9,Без отделки,1579
bb977003-b210-4daf-89c2-91905cd4fbc2,"Гастелло, 20",21,1,5,Косметический,1789
7180d3f5-8b6f-41b9-a5d2-caed48aa03f8,"Ямашева, 56",34,1,2,Косметический,1433
d0bc412d-57f3-483e-9474-ce3f5946ed01,"Танковая, 2",102,3,4,Без отделки,1911
d0190c80-1c88-4799-9957-ffe026842c4b,"Удивительная, 9",34,1,18,Евроремонт,1499
a1090e3b-f429-4226-b583-bbbe6a45b8f5,"Молодежная, 8",17,1,4,Косметический,1536
c7409830-a3d9-43c0-8a06-4fcfcefd32cb,"Димитрова, 8",13,1,3,Косметический,1636
aee16a68-bb8c-4c02-af3a-89f1e70cd125,"Фучика, 96",40,1,1,Косметический,1911
3c1c77a4-bfcf-4550-a645-243a6fde0f17,"Родины, 26Г",55,2,5,Без отделки,1853
9d6d6eb8-16d2-4639-bd13-609630acbf1a,"Кутуя, 110",47,1,4,Без отделки,1401
d4abf8cb-5a0e-4b03-b00f-5ab93aead6e7,"Урам, 1 К К4",73,3,7,Евроремонт,1608
d01f814a-a683-4891-9a4d-b56e55fe6063,"Мой Ритм Жилой Комплекс, 2П К",58,2,13,Без отделки,1434
0b9681b2-d5e3-4f70-b989-5985170edf64,"Гайнутдинова, 26",36,1,5,Евроремонт,1759
6dd0a36b-55da-44f7-b860-cced70106464,"Коммунаров, 1/6А1",37,1,2,Евроремонт,1882
4a8c57b1-1f09-4bfe-bb4d-abe77497b0b0,"Восстания, 24",18,1,3,Косметический,1852
f28659a7-2dd7-4b6a-91d8-628f59f9e7e1,"Кирпичникова, 27",12,1,2,Евроремонт,1401
f840a4a9-9571-4e9a-89d3-24fdc9fa75b6,"Магаданская, 18",29,1,3,Косметический,1401
613521a0-02c6-4a00-9f35-8f1a02b7ca81,"Портовая, 37 К2",54,2,6,Без отделки,1497
fba4f71c-a9ea-4db0-91bf-82a107cdbae2,"Блюхера, 4",37,1,2,Евроремонт,1401
9b4fbd34-3864-40da-b066-db79655ee03f,"Четаева, 44",50,2,3,Евроремонт,1789
bc536572-fee7-4e46-9859-3231703d7ea0,"Гали, 7Б",80,3,11,Евроремонт,1805
f7208805-e673-4355-bc0a-e479e7fe4ec4,"Чапаева, 21",35,1,9,Евроремонт,1731
a4f3ba98-4b93-47f5-b579-3d7e835e91b1,"Космонавтов, 61Б",49,2,9,Косметический,1499
352a87e8-860d-4c82-8ca6-8651e2a755cf,"Победы, 62 К4",36,1,10,Косметический,1626
8ee84585-f361-41b3-8031-9c1391e3a03b,"Мавлютова, 23",32,1,2,Евроремонт,1702
de8828a5-a59c-44b7-9415-3d45ab28d386,"Вишневского, 49",62,3,6,Без отделки,1645
11d32284-7915-4fa5-afa1-834168b65864,"Чапаева, 21",36,1,5,Евроремонт,1608
4798bec2-f1db-4a58-9214-2084a3ca0537,"Качалова, 86/15",50,2,2,Евроремонт,1731
e636e294-c3ff-498d-b9c2-972f37e0f1db,"Тэцевская, 4Б",33,1,6,Евроремонт,1731
ff5de6cf-f954-452f-9001-fefc98d019a6,"Ямашева, 11",42,2,6,Косметический,1535
b6320617-b595-409d-b00b-e79722f37a49,"Губкина, 37А",34,1,1,Косметический,1674
82c249a3-47e5-4864-93db-a70f24324be5,"Чистопольская, 73",75,2,8,Евроремонт,1373
42d05d3d-9f33-4bfa-9014-4d3e4f1531e3,"Камая, 8А",70,3,15,Евроремонт,1818
674fe87b-45c7-47d2-8931-b24c5e8e5644,"Ямашева, 67",93,3,15,Косметический,1667
44c302d6-6998-42be-bb6d-104ef1901686,"Чуйкова, 13",43,2,3,Евроремонт,1852
b567bfbb-e0b0-4b36-b3b4-8454422b060c,"Мавлютова, 42",40,1,16,Евроремонт,1546
b6f23880-97c5-4077-87ab-bf2d3ef44155,"Тэцевская, 4Б",34,1,2,Нет информации,1372
2b4f8e94-a4d4-4c32-a657-cd81425f9c8d,"Четаева, 68",40,1,2,Косметический,1534
da8fbdfc-056d-4b64-b268-409606ca3a61,"Баруди, 4 К2",34,1,7,Евроремонт,1517
90027df8-0200-4781-8a6e-57f8f8726b2b,"Тэцевская, 4Б",50,2,8,Евроремонт,1863
c0b40bd2-c022-46cf-b712-3afc28451092,"Чуйкова, 13",28,1,6,Евроремонт,1434
d11cb901-6116-4912-bac6-4c756d01de04,"Державина, 4 К1",37,1,6,Евроремонт,1863
e0c3ef60-3ccb-4ada-834e-9a9a99a27e64,"Максимова, 39",37,1,9,Евроремонт,1408
926fff4d-01ff-4eaf-8e23-f381dcc4339e,"Дубравная, 31",62,3,5,Евроремонт,1680
ed5d70f6-7c95-44d5-b7b5-f32ed512c536,"Мавлютова, 42",42,1,5,Евроремонт,1608
35a89c67-9d56-4639-8c1b-587447734b3e,"Сахарова, 6",39,1,4,Косметический,1609
3cac8206-dffe-4b83-a991-35dd760d4b52,"Тэцевская, 4",46,2,4,Косметический,1789
afd18c58-765f-41b6-8f06-eaa7d5de2028,"Сабан, 1А",42,2,1,Косметический,1674
2f0f296b-d936-4dad-a563-bf760738f615,"Портовая, 15",42,3,2,Евроремонт,1639
bfbbf9a8-da24-4290-aef6-7c8356026186,"Р.Гареева, 102 К1",37,1,8,Косметический,1679
59ef7e77-1bff-4f73-9d7e-0eba8067af04,"Хасанова, 15",59,2,17,Без отделки,1882
b7b1d128-6c43-43fb-aa10-0700e2ca5879,"Химиков, 45",11,1,1,Косметический,1407
2b1d1c45-9cd7-42b5-bb64-8f0f7bae5526,"Роторная, 9",18,1,5,Евроремонт,1747
9635a7b8-eb12-45e7-931f-5626b74ca7f0,"Беломорская, 5",43,1,5,Косметический,1789
9c0b98eb-f0f3-449f-921d-8e699ae4bda6,"Чуйкова, 31",33,1,3,Косметический,1639
2bdf1e32-cb27-4639-8292-447a4dbdf031,"Гвардейская, 9А",30,1,5,Косметический,1789
c51d10cd-7c74-4277-9d94-ba714707e90c,"Сахарова, 15",28,1,5,Косметический,1731
f47f492c-4471-4977-82ea-5866dafd1cc8,"Ямашева, 35",91,4,9,Евроремонт,1638
72ad50ae-b6f8-4350-8c1f-c4ee319e0d44,"Ярышлар, 6",36,1,9,Евроремонт,1741
c8d716f4-9379-460d-a389-2ad21014c1ff,"Энергетиков, 14",67,2,3,Евроремонт,1680
c90ca5de-afac-4926-afe5-71e633458bb8,"Дубравная, 28",48,1,9,Евроремонт,1608
3998cbbc-660f-4185-8b8d-b576c1e4e0c5,"Касимовых, 35",56,2,11,Без отделки,1434
a0a7bc94-f6c0-42cc-9b6a-425e915ca3d2,"Державина, 3 К2",31,1,4,Евроремонт,1909
f126ba77-539a-4987-a76a-ee877c7ce3be,"Ф.Амирхана, 31А",40,1,10,Евроремонт,1396
3a93a29d-9b32-4c63-ac22-ca3c32ea25b7,"Вишневского, 59А К3",64,2,8,Без отделки,1608
3bb2fc20-6536-4cd9-b6cd-e73213af19e7,"Табеева, 5",42,1,1,Евроремонт,1548
5dc98297-1bbf-4461-a535-3338b86c24c1,"Старо-Аракчинская, 41А",75,2,4,Косметический,1877
2a25ac13-5b9f-4d12-b223-5d36f4d852ee,"Приволжская, 210С7",88,3,4,Без отделки,1372
12f26dcb-6a1e-4c8b-b080-58b9c38ba570,"Павлюхина, 110",31,1,5,Евроремонт,1496
f6c76ec2-9614-430e-9471-112e13e9ed2a,"Ф.Амирхана, 14Б",71,2,4,Евроремонт,1401
f7bd66ac-0802-44a1-b1e7-431c64c03254,"Тэцевская, 4А",42,2,12,Нет информации,1608
0fa56c68-23d3-4ca3-b0a9-93ac46285516,"Мкр Теплоконтроль, 3",46,1,2,Без отделки,1433
72ffc444-e643-4424-b78e-bd10f0641e54,"Дубравная, 29",64,2,13,Косметический,1891
b5565ad5-f8d8-42e6-8e44-50aadc1dd5c8,"Курынова, 10 К2",31,1,5,Евроремонт,1373
9ae14394-672d-4a9c-a5eb-69d350203837,"Губкина, 5",10,1,2,Косметический,1817
1b1cc758-fe37-4e3e-9eca-f40c2db09e53,"Камая, 10 К3",50,2,6,Косметический,1373
cac92fc9-5a42-44f9-b2ce-7c5827b1d8ea,"Даурская, 44В",50,2,9,Евроремонт,1373
2f52532c-a9c7-40cc-bd74-9d26be4918c1,"Дежнева, 2 К1",23,1,5,Косметический,1673
e937d7af-6009-44fe-9405-acedad411ad9,"Фучика, 108",32,1,8,Косметический,1911
cd0bfa0c-3bbf-4960-8d14-291f4b0a9532,"Ибрагимова, 25",32,1,2,Евроремонт,1911
b0f01b4b-5e4b-4fef-b67d-941e6d9644ce,"Зорге, 66В",98,3,14,Без отделки,1579
53f289c3-9db0-4eb9-ab01-77dcc741eab7,"Бигичева, 13",35,1,5,Косметический,1756
593ddeba-9f6b-424d-8410-d12820ea6b12,"Адо, 13Б",40,1,9,Евроремонт,1878
14c72999-74a4-4e28-8089-9ac7a2894390,"Дементьева, 31",15,1,5,Евроремонт,1680
71a3b5e1-d4b1-4374-8468-66012e0799b6,"Павлюхина, 97",42,2,4,Косметический,1637
8c251f2e-38b0-420d-b75e-5a44dc8efca1,"Короленко, 89",42,2,1,Косметический,1373
5ec37c50-1b15-4ca4-9900-b931d1641ac2,"Батталовых, 20 К2",32,1,11,Без отделки,1762
c2d4ea25-afb6-4471-a41e-f1914c2aebb7,"Камалеева, 14",56,2,9,Евроремонт,1664
99fb14f2-0207-4528-9e85-1bfd4581c3be,"Гагарина, 63",70,2,2,Без отделки,1787
57736331-4eb7-4abe-81b3-97cdc1f32951,"Горсоветская, 17 К3",56,2,4,Косметический,1910
7a2a4532-918b-40ea-aa25-f8861cb31141,"Горсоветская, 17 К3",56,2,4,Евроремонт,1911
3a23d00c-9aa3-44e9-a4fa-dc7c836eaa96,"Завойского, 25",69,2,10,Евроремонт,1911
d9160538-6b01-4e17-8786-23447e596ced,"Завойского, 14/74",50,2,9,Без отделки,1789
3020bc98-67c6-48cc-907e-e111237bb5d0,"Хасанова, 13",49,2,3,Без отделки,1497
3001b9c0-8ce2-4b82-b06a-d57e4af73368,"Айдарова, 25",36,1,3,Косметический,1761
d46344e9-9bd3-4f4e-9004-b1f0d5f8a015,"Хороводная, 50",85,3,7,Евроремонт,1883
a1434571-e786-4ad2-a2e2-2e36d1608f04,"Кайбицкой, 11",34,1,7,Нет информации,1578
bc466d30-692a-4fb9-b963-1ab550dfa7ab,"Гагарина, 77В К2",85,3,3,Без отделки,1729
50d25363-071a-4f8d-9612-eb75d1bbf99a,"Курынова, 4 К4",31,1,12,Без отделки,1479
578f90ed-63fe-45b2-935d-e49593b3f106,"Октябрьская, 15",15,1,3,Косметический,1728
6e35ad12-b671-4f3d-8b61-2f4874d3b796,"Камая, 8",71,2,1,Евроремонт,1911
f4911467-02d6-48e7-90a2-9e8dfc9e07f2,"Рахлина, 11",43,1,14,Косметический,1686
aa4f1015-cfe7-4d5b-8d67-cc652ce90cfe,"Сахарова, 18",29,1,15,Косметический,1535
c29f4b4c-a5e3-49ed-bfcc-094e167c0294,"Дубравная, 40",95,3,6,Евроремонт,1731
55e0f4d0-bc75-4e1f-960b-b350d0de692f,"Гали, 38",37,1,6,Косметический,1727
286de301-bd9c-495f-a140-e27d50993678,"Мавлютова, 42",40,1,8,Евроремонт,1625
1b786162-6ed7-4fa5-8e60-36409a11f6d7,"Мало-московская, 26",64,2,3,Евроремонт,1853
44c34b07-ee2d-41a5-b8c4-8a0717de10b7,"Декабристов, 89В",57,3,8,Косметический,1638
17b32e48-47cf-4dc0-9621-787fc4e194c9,"Ф.Амирхана, 29",38,1,3,Евроремонт,1396
6ee86c8f-d6eb-4a90-8c4f-3afc5f1c0950,"Губкина, 12Б",50,2,12,Без отделки,1517
075c5de9-e8a8-4251-b7b8-c09e1bed3f83,"Вишневского, 61",36,1,4,Косметический,1883
9688a7f9-0dd5-430a-9a9e-0a9b7c613d15,"Четаева, 14А К2",80,2,2,Евроремонт,1609
d9f62532-474e-4c19-9ea5-53f2911d1552,"Минская, 52",33,1,8,Евроремонт,1731
697fda6e-5ea3-43da-bb7c-dd71a9d264d6,"Сахарова, 6",39,1,4,Евроремонт,1517
685bafd1-312f-43b3-aa8c-7c1e5de834b4,"Фучика, 14В",27,1,2,Без отделки,1851
3e8bab15-bbad-4d68-aa0f-eb214526b3a3,"Урицкого, 11",38,1,4,Евроремонт,1911
d72dc8e3-d377-4725-b191-6f312ced51b7,"Чехова, 4В",59,3,2,Евроремонт,1729
d4214321-f127-49de-a1d2-1451006098a1,"Аббасова, 21А",55,2,13,Евроремонт,1622
37915824-8133-4af1-876c-17aa93820956,"Р.Гареева, 105Б",51,2,18,Без отделки,1910
4455870e-5124-48ad-b81d-703ca3835216,"Воровского, 23",31,1,2,Косметический,1883
0ce5bfd7-06ac-4f27-82ba-9be07dea1544,"Декабристов, 104",31,1,2,Косметический,1609
0b79e762-7c0b-468b-96c1-a3701cc8b197,"Модельная, 10",28,1,9,Евроремонт,1883
4a22bb25-e677-45ea-81b1-e0e14f8613f5,"Хайруллина, 3",55,3,9,Косметический,1889
3d40a7a3-649f-4a7c-926d-263a55f7df85,"Айтматова, 13 К2",86,3,7,Евроремонт,1608
88b0e0df-33c5-4066-ae6e-256412834ad5,"Баруди, 20",45,1,2,Косметический,1400
10b5b6b3-2c51-4cd3-aa9d-4ae6f249eed5,"Аббасова, 21",35,2,10,Нет информации,1373
6251e8f2-d10f-44df-b7c1-d5cfb47617ca,"Ф.Амирхана, 8А",33,1,8,Косметический,1498
